Line,Strat Time,End Time
"Oh, no.","01:33:29,360 "," 01:33:30,521"
Xandar!,"01:33:58,520 "," 01:33:59,931"
You stand accused.,"01:34:00,600 "," 01:34:03,251"
Your wretched peace treaty will not,"01:34:04,040 "," 01:34:07,044"
save you now.,"01:34:07,240 "," 01:34:08,401"
It is the tinder on which you burn.,"01:34:08,880 "," 01:34:12,168"
Rocket!,"01:34:36,760 "," 01:34:37,761"
"Hold on, Saal, just...","01:34:37,920 "," 01:34:39,729"
"Quill, you gotta hurry.","01:35:06,440 "," 01:35:07,680"
"The city's been evacuated,","01:35:07,840 "," 01:35:09,490"
but we're getting our asses kicked down here.,"01:35:09,560 "," 01:35:12,166"
Gamora hasn't opened the door!,"01:35:12,240 "," 01:35:13,685"
Nebula!,"01:35:38,400 "," 01:35:39,401"
"Sister, help us fight Ronan.","01:35:41,000 "," 01:35:43,480"
You know he's crazy.,"01:35:43,640 "," 01:35:45,165"
I know you're both crazy.,"01:35:45,600 "," 01:35:47,648"
No!,"01:35:47,840 "," 01:35:49,001"
 What the...? Ah!,"01:35:51,880 "," 01:35:52,881"
Get out!,"01:35:54,160 "," 01:35:55,685"
You did it!,"01:36:37,080 "," 01:36:38,081"
I was mistaken.,"01:37:04,600 "," 01:37:05,931"
I do remember your family.,"01:37:06,000 "," 01:37:07,570"
Their screams were,"01:37:08,240 "," 01:37:09,969"
pitiful. I...,"01:37:10,120 "," 01:37:12,248"
"No, Groot!","01:39:09,360 "," 01:39:10,486"
You can't.,"01:39:11,080 "," 01:39:12,206"
You'll die.,"01:39:12,280 "," 01:39:13,770"
Why are you doing this?,"01:39:14,320 "," 01:39:16,163"
Why'?,"01:39:16,320 "," 01:39:17,810"
We,"01:39:24,400 "," 01:39:25,970"
are,"01:39:26,360 "," 01:39:27,441"
Groot.,"01:39:28,040 "," 01:39:29,565"
I called him an idiot.,"01:40:33,960 "," 01:40:36,008"
You killed Groot!,"01:40:58,720 "," 01:41:00,643"
Behold!,"01:41:04,800 "," 01:41:06,131"
Your guardians of the galaxy.,"01:41:07,000 "," 01:41:10,482"
What fruit have they wrought?,"01:41:10,560 "," 01:41:13,040"
Only that my father and his father,"01:41:13,120 "," 01:41:17,250"
shall finally know vengeance.,"01:41:17,320 "," 01:41:20,881"
"People of Xandar,","01:41:21,040 "," 01:41:23,281"
the time has come,"01:41:23,920 "," 01:41:25,684"
to rejoice and renounce,"01:41:25,840 "," 01:41:28,650"
your paltry gods!,"01:41:28,800 "," 01:41:31,007"
Your salvation is at hand.,"01:41:31,840 "," 01:41:35,162"
Listen to these words.,"01:41:47,920 "," 01:41:49,445"
Now bring it down hard!,"01:41:58,520 "," 01:42:00,204"
What are you doing?,"01:42:03,600 "," 01:42:04,681"
"Danceoff, bro. Me and you.","01:42:05,200 "," 01:42:07,771"
Gamora.,"01:42:11,200 "," 01:42:12,611"
Subtle. Take it back.,"01:42:13,640 "," 01:42:15,688"
What are you doing?,"01:42:16,120 "," 01:42:18,361"
"I'm distracting you, you big turd blossom.","01:42:18,680 "," 01:42:21,001"
No!,"01:42:37,240 "," 01:42:38,730"
Peter! Take my hand!,"01:43:12,720 "," 01:43:15,849"
"Take my hand, Peter.","01:43:21,280 "," 01:43:23,282"
Mom.,"01:43:24,200 "," 01:43:25,611"
Take my hand!,"01:43:26,120 "," 01:43:28,168"
You're mortal!,"01:44:22,600 "," 01:44:24,568"
How?,"01:44:24,720 "," 01:44:26,006"
"You said it yourself, bitch.","01:44:26,160 "," 01:44:28,401"
We're the Guardians of the Galaxy.,"01:44:28,480 "," 01:44:30,847"
"Well, Well, Well.","01:45:00,720 "," 01:45:01,926"
Quite the light show.,"01:45:02,480 "," 01:45:03,561"
Ain't this sweet.,"01:45:05,840 "," 01:45:07,524"
But you got some business to attend to,"01:45:09,040 "," 01:45:11,566"
before all the nookienookie starts.,"01:45:11,720 "," 01:45:14,166"
"Peter, you can't. Peter.","01:45:15,840 "," 01:45:18,047"
"You gotta reconsider this, Yondu.","01:45:18,200 "," 01:45:20,248"
"I don't know who you're selling this to,","01:45:20,720 "," 01:45:22,324"
but the only way the universe can survive,"01:45:22,400 "," 01:45:24,323"
is if you give it to the Nova Corps.,"01:45:24,480 "," 01:45:26,164"
"I may be as pretty as an angel,","01:45:27,000 "," 01:45:29,162"
but I sure as hell ain't one.,"01:45:31,400 "," 01:45:33,289"
"Hand it over, son.","01:45:35,000 "," 01:45:36,490"
Yondu.,"01:45:53,360 "," 01:45:54,361"
"Do not open that Orb.You know that, right?","01:45:57,440 "," 01:46:00,728"
You've seen what it does to people.,"01:46:01,360 "," 01:46:03,806"
"Yeah, Quill turned out okay.","01:46:14,560 "," 01:46:16,801"
It's probably good we didn't deliver him to his dad,"01:46:17,680 "," 01:46:20,286"
like we was hired to do.,"01:46:20,400 "," 01:46:21,401"
"Yeah, that guy was a jackass.","01:46:21,520 "," 01:46:24,251"
He is gonna be so pissed when herealizes I switched out the Orb on him.,"01:46:29,120 "," 01:46:32,681"
"He was gonna kill you, Peter.","01:46:35,440 "," 01:46:37,283"
"Oh, I know.","01:46:38,480 "," 01:46:40,164"
But he was about the only family I had.,"01:46:42,040 "," 01:46:43,644"
No.,"01:46:46,560 "," 01:46:47,607"
He wasn't.,"01:46:48,880 "," 01:46:50,086"
Why would youeven know this?,"01:47:38,320 "," 01:47:39,651"
"When we arrested you, we noticedan anomaly in your nervous system,","01:47:40,000 "," 01:47:42,765"
so we had it checked out.,"01:47:42,840 "," 01:47:44,205"
I'm not Terran?,"01:47:45,560 "," 01:47:47,164"
You are half Terran.,"01:47:47,320 "," 01:47:48,845"
"Your mother was of Earth.Your father, well,","01:47:49,000 "," 01:47:52,641"
he's something very ancient we've never seen here before.,"01:47:52,800 "," 01:47:56,361"
That could be why you were able,"01:47:56,680 "," 01:47:57,841"
to hold the Stone for as long as you did.,"01:47:58,000 "," 01:48:00,241"
Your friends have arrived.,"01:48:00,720 "," 01:48:02,165"
"On behalf of the Nova Corps,","01:48:04,080 "," 01:48:06,321"
we'd like to express our profound gratitude,"01:48:06,720 "," 01:48:09,326"
for your help in saving Xandar.,"01:48:10,160 "," 01:48:11,889"
"If you will follow Denarian Dey,","01:48:13,680 "," 01:48:16,411"
he has something to show you.,"01:48:16,560 "," 01:48:18,164"
"Thank you, Nova Prime.","01:48:18,320 "," 01:48:20,084"
Your wife and child shall rest wellknowing that you have avenged them.,"01:48:28,680 "," 01:48:33,163"
Yes.,"01:48:33,680 "," 01:48:34,841"
"Of course, Ronan was only a puppet.","01:48:35,000 "," 01:48:36,923"
It's really Thanos I need to kill.,"01:48:37,680 "," 01:48:39,842"
We tried to keep it as close to the original as possible.,"01:48:42,520 "," 01:48:45,285"
We salvaged as much as we could.,"01:48:45,880 "," 01:48:47,848"
Wow.,"01:48:49,160 "," 01:48:50,286"
I...,"01:48:50,960 "," 01:48:51,961"
Thank you.,"01:48:53,960 "," 01:48:55,086"
I have a family.,"01:48:56,600 "," 01:48:58,284"
They're alive because of you.,"01:48:58,800 "," 01:49:00,290"
Your criminal records have also been expunged.,"01:49:04,960 "," 01:49:07,327"
"However, I have to warn you againstbreaking any laws in the future.","01:49:07,480 "," 01:49:11,485"
Question.,"01:49:12,080 "," 01:49:13,081"
"What if I see something that I want to take,","01:49:13,240 "," 01:49:14,401"
and it belongs to someone else?,"01:49:14,480 "," 01:49:15,811"
You will be arrested.,"01:49:15,880 "," 01:49:17,166"
But what if I want it more than the person who has it?,"01:49:17,240 "," 01:49:19,481"
 It's still illegal. That doesn't follow.,"01:49:19,960 "," 01:49:21,962"
"No, I want it more, sir.Do you understand?","01:49:22,120 "," 01:49:23,569"
What are you laughing at?,"01:49:23,720 "," 01:49:24,926"
Why? I can't have a discussionwith this gentleman?,"01:49:25,120 "," 01:49:26,565"
What if someone does something irksome,"01:49:26,640 "," 01:49:28,483"
and I decide to remove his spine?,"01:49:28,640 "," 01:49:30,802"
That's...,"01:49:32,400 "," 01:49:33,481"
That's actually murder.,"01:49:34,600 "," 01:49:36,841"
It's one of the worst crimes of all.,"01:49:38,600 "," 01:49:41,171"
So... also illegal.,"01:49:41,320 "," 01:49:44,164"
Hmm.,"01:49:44,960 "," 01:49:46,007"
"They'll be fine, Dey.","01:49:47,760 "," 01:49:48,807"
I'm gonna keep an eye on 'em.,"01:49:49,520 "," 01:49:50,681"
You?,"01:49:50,840 "," 01:49:51,841"
Yeah. Me.,"01:49:55,280 "," 01:49:58,250"
"Peter,","01:50:17,240 "," 01:50:18,765"
I know these last few months have been hard for you.,"01:50:19,360 "," 01:50:22,728"
But I'm going to a better place.,"01:50:24,000 "," 01:50:26,571"
And I will be okay.,"01:50:26,760 "," 01:50:29,206"
And I will always be with you.,"01:50:29,360 "," 01:50:33,081"
You are the light of my life.,"01:50:34,800 "," 01:50:37,485"
My precious son.,"01:50:37,640 "," 01:50:39,881"
My little StarLord.,"01:50:40,840 "," 01:50:43,764"
"Love, Mom.","01:50:44,520 "," 01:50:46,488"
"So, what should we do next?","01:52:47,040 "," 01:52:48,690"
Something good?,"01:52:49,000 "," 01:52:50,001"
Something bad?,"01:52:51,040 "," 01:52:52,166"
A bit of both?,"01:52:52,680 "," 01:52:54,330"
"We'll follow your lead, StarLord.","01:52:55,920 "," 01:52:58,844"
Bit of both.,"01:53:01,120 "," 01:53:02,167"
What do you let it lick you like that for?,"02:00:26,480 "," 02:00:28,801"
Gross.,"02:00:30,160 "," 02:00:31,685"
Yeah!,"02:00:34,720 "," 02:00:36,210"
But it burns going down.,"02:00:36,320 "," 02:00:38,129"
