Line,Strat Time,End Time
"All of them mixed together,","00:58:06,359 "," 00:58:08,111"
all of themlearning from one another.,"00:58:08,194 "," 00:58:09,696"
You're saying Vision isn'tjust the stone?,"00:58:10,071 "," 00:58:11,823"
I'm saying thatif we take out the stone...,"00:58:11,990 "," 00:58:15,076"
there's still a whole lotof Vision left.,"00:58:15,243 "," 00:58:16,661"
Perhaps the best parts.,"00:58:16,744 "," 00:58:18,204"
Can we do that?,"00:58:18,538 "," 00:58:19,873"
"Not me, not here.","00:58:20,582 "," 00:58:21,624"
"Well,you better find someone","00:58:22,625 "," 00:58:24,169"
and somewhere fast.,"00:58:24,252 "," 00:58:25,420"
Ross isn't just gonnalet you guys,"00:58:25,587 "," 00:58:26,963"
have your old rooms back.,"00:58:27,046 "," 00:58:28,256"
I know somewhere.,"00:58:31,301 "," 00:58:32,886"
The Kingsguard,"00:58:47,525 "," 00:58:48,776"
and the Dora Milajehave been alerted.,"00:58:48,860 "," 00:58:50,153"
And the Border Tribe?,"00:58:50,320 "," 00:58:51,863"
Those that are left.,"00:58:52,322 "," 00:58:53,907"
Send wordto the Jabari as well.,"00:58:54,199 "," 00:58:56,326"
M'Baku likes a good fight.,"00:58:56,492 "," 00:58:58,578"
And what of this one?,"00:59:00,872 "," 00:59:02,582"
This one may be tired of war.,"00:59:03,208 "," 00:59:05,335"
But the White Wolfhas rested long enough.,"00:59:05,668 "," 00:59:08,713"
Where's the fight?,"00:59:31,361 "," 00:59:32,946"
On its way.,"00:59:33,863 "," 00:59:35,281"
In all the timeI've served Thanos...,"00:59:53,675 "," 00:59:56,261"
I have never failed him.,"00:59:58,137 "," 01:00:00,139"
If I were to reachour rendezvous on Titan...,"01:00:05,228 "," 01:00:08,314"
with the Time Stonestill attached,"01:00:08,481 "," 01:00:10,066"
to your vaguelyirritating person...,"01:00:10,149 "," 01:00:12,318"
there would be judgment.,"01:00:12,485 "," 01:00:15,071"
Give me...,"01:00:23,663 "," 01:00:25,206"
the stone.,"01:00:29,043 "," 01:00:30,044"
"Wow, you're a seriously","01:00:42,640 "," 01:00:43,891"
"loyal piece of outerwear,aren't you?","01:00:43,975 "," 01:00:45,059"
"Yeah, uh,speaking of loyalty...","01:00:45,226 "," 01:00:47,228"
What the...,"01:00:47,812 "," 01:00:48,813"
 I know what you're gonna say. You should not be here.,"01:00:48,980 "," 01:00:50,732"
 I was gonna go home. I don't wanna hear it.,"01:00:50,898 "," 01:00:51,941"
But it was such a long waydown and I just thought,"01:00:52,108 "," 01:00:53,109"
 about you on the way... And now I gotta hear it.,"01:00:53,192 "," 01:00:54,444"
...and kinda stuck to the sideof the ship.,"01:00:54,527 "," 01:00:55,528"
"And this suit is ridiculouslyintuitive, by the way.","01:00:55,695 "," 01:00:57,739"
God damn it.,"01:00:57,905 "," 01:00:58,906"
"So, if anything, it's kindayour fault that I'm here.","01:00:59,073 "," 01:01:01,868"
 What did you just say? I take that back.,"01:01:02,035 "," 01:01:03,369"
"And now, I'm here in space.","01:01:03,536 "," 01:01:04,829"
"Yeah, right whereI didn't want you to be.","01:01:04,996 "," 01:01:07,415"
This isn't Coney Island.This isn't a field trip.,"01:01:07,582 "," 01:01:09,667"
This is a oneway ticket.,"01:01:09,834 "," 01:01:11,085"
You hear me? Don't pretendyou thought this through.,"01:01:11,169 "," 01:01:12,712"
"No, I did think this through.","01:01:12,795 "," 01:01:13,796"
You could not have possiblythought this through.,"01:01:13,880 "," 01:01:15,506"
You can't be a friendlyneighborhood SpiderMan...,"01:01:15,673 "," 01:01:17,175"
if there's no neighborhood.,"01:01:17,342 "," 01:01:18,926"
"Okay, that didn'treally make sense,","01:01:21,095 "," 01:01:22,221"
but you knowwhat I'm trying to say.,"01:01:22,305 "," 01:01:23,639"
Come on. We got a situation.,"01:01:25,767 "," 01:01:28,644"
See him down there?He's in trouble.,"01:01:29,645 "," 01:01:30,646"
What's your plan?,"01:01:30,730 "," 01:01:31,731"
 Go. Um...,"01:01:31,814 "," 01:01:32,982"
"Okay, okay... Uh...","01:01:33,649 "," 01:01:35,068"
"Okay. Did you ever seethis really old movie, Aliens?","01:01:35,360 "," 01:01:38,571"
"Painful, aren't they?","01:01:42,283 "," 01:01:44,369"
They were originally designedfor microsurgery.,"01:01:45,161 "," 01:01:48,122"
And any one of them...,"01:01:48,790 "," 01:01:50,875"
could end your friend's lifein an instant.,"01:01:55,963 "," 01:01:58,174"
"I gotta tell you,he's not really my friend.","01:01:58,758 "," 01:02:00,385"
Saving his life is moreof a professional courtesy.,"01:02:00,551 "," 01:02:03,221"
You've saved nothing.,"01:02:05,014 "," 01:02:06,766"
Your powersare inconsequential,"01:02:07,642 "," 01:02:09,644"
compared to mine.,"01:02:09,727 "," 01:02:10,937"
"Yeah, but the kid'sseen more movies.","01:02:11,354 "," 01:02:12,980"
Yes! Wait.What are those?,"01:02:27,161 "," 01:02:29,330"
"Hey,we haven't officially met.","01:02:44,971 "," 01:02:46,681"
Cool.,"01:02:47,974 "," 01:02:49,058"
We gotta turnthis ship around.,"01:02:51,060 "," 01:02:52,520"
"Yeah, now he wantsto run. Great plan.","01:02:52,645 "," 01:02:54,689"
"No, I want to protectthe stone.","01:02:54,856 "," 01:02:56,232"
And I want youto thank me.,"01:02:56,399 "," 01:02:57,608"
"Now, go ahead. I'm listening.","01:02:57,692 "," 01:02:59,193"
For what?Nearly blasting me into space?,"01:02:59,360 "," 01:03:02,071"
Who just savedyour magical ass? Me.,"01:03:02,238 "," 01:03:04,490"
I seriously don't know,"01:03:04,657 "," 01:03:05,658"
how you fit your headinto that helmet.,"01:03:05,741 "," 01:03:06,909"
"Admit it, you should'veducked out when I told you to.","01:03:07,076 "," 01:03:09,328"
I tried to bench you.You refused.,"01:03:09,495 "," 01:03:10,997"
"Unlike everyone else in yourlife, I don't work for you.","01:03:11,164 "," 01:03:13,082"
"And due to that fact,","01:03:13,249 "," 01:03:14,834"
we're nowin a flying doughnut...,"01:03:14,917 "," 01:03:16,252"
billions of miles from Earthwith no backup.,"01:03:16,419 "," 01:03:18,087"
" I'm backup. No, you're a stowaway.","01:03:18,254 "," 01:03:20,173"
The adults are talking.,"01:03:20,339 "," 01:03:21,340"
"I'm sorry, I'm confusedas to the relationship here.","01:03:21,507 "," 01:03:24,093"
"What is he, your ward?","01:03:24,260 "," 01:03:25,887"
No.,"01:03:26,053 "," 01:03:27,054"
" I'm Peter, by the way. Doctor Strange.","01:03:27,555 "," 01:03:29,432"
"Oh, you're usingour madeup names. Um...","01:03:29,599 "," 01:03:31,309"
"I'm SpiderMan, then.","01:03:32,268 "," 01:03:33,478"
This ship isselfcorrecting its course.,"01:03:34,437 "," 01:03:35,938"
Thing's on autopilot.,"01:03:36,022 "," 01:03:37,023"
Can we control it?,"01:03:37,190 "," 01:03:38,900"
Fly us home?,"01:03:39,066 "," 01:03:40,985"
 Stark? Yeah.,"01:03:43,988 "," 01:03:44,989"
Can you get us home?,"01:03:45,156 "," 01:03:46,407"
"Yeah, I heard you.","01:03:46,574 "," 01:03:47,825"
I'm thinking I'm notso sure we should.,"01:03:49,118 "," 01:03:51,579"
Under no circumstances,"01:03:52,246 "," 01:03:53,748"
can we bringthe Time Stone to Thanos.,"01:03:53,831 "," 01:03:56,375"
I don't thinkyou quite understand,"01:03:56,542 "," 01:03:57,710"
what's at stake here.,"01:03:57,793 "," 01:03:58,794"
What? No. It's youwho doesn't understand...,"01:03:58,961 "," 01:04:01,297"
that Thanos has beeninside my head for 6 years.,"01:04:01,464 "," 01:04:04,217"
Since he sent an armyto New York,"01:04:04,383 "," 01:04:05,968"
and now he's back.,"01:04:06,052 "," 01:04:07,595"
And I don't know what to do.,"01:04:07,762 "," 01:04:09,680"
So I'm not so sure,"01:04:09,847 "," 01:04:11,015"
if it's a better plan to fighthim on our turf or his...,"01:04:11,098 "," 01:04:12,892"
"but you saw what they did,what they can do.","01:04:13,059 "," 01:04:16,687"
"At least on his turf,he's not expecting it.","01:04:16,854 "," 01:04:19,065"
So I say we takethe fight to him.,"01:04:19,232 "," 01:04:21,984"
Doctor.,"01:04:22,151 "," 01:04:23,152"
Do you concur?,"01:04:24,862 "," 01:04:26,531"
"All right, Stark.We go to him.","01:04:28,991 "," 01:04:31,577"
But you have to understand...,"01:04:32,662 "," 01:04:34,705"
if it comes to saving you,"01:04:34,872 "," 01:04:36,541"
or the kidor the Time Stone...,"01:04:36,624 "," 01:04:39,085"
I will not hesitateto let either of you die.,"01:04:39,252 "," 01:04:42,088"
"I can't, because the universedepends on it.","01:04:42,922 "," 01:04:46,592"
"Nice. Good, moral compass.","01:04:47,176 "," 01:04:50,054"
We're straight.,"01:04:51,347 "," 01:04:52,848"
"All right, kid.","01:04:53,975 "," 01:04:55,476"
You're an Avenger now.,"01:04:56,769 "," 01:04:57,812"
I thoughtyou might be hungry.,"01:05:34,390 "," 01:05:36,684"
I always hated that chair.,"01:05:48,821 "," 01:05:50,364"
So I've been told.,"01:05:50,573 "," 01:05:52,617"
"Even so, I'd hoped you'dsit in it one day.","01:05:53,284 "," 01:05:57,204"
I hated this room.,"01:05:57,955 "," 01:05:59,457"
This ship.,"01:06:00,374 "," 01:06:01,667"
I hated my life.,"01:06:01,834 "," 01:06:03,628"
You told me that too.,"01:06:08,049 "," 01:06:10,301"
Every day.,"01:06:13,471 "," 01:06:14,847"
For almost 20 years.,"01:06:17,642 "," 01:06:19,602"
I was a childwhen you took me.,"01:06:22,146 "," 01:06:24,565"
I saved you.,"01:06:25,441 "," 01:06:26,734"
No.,"01:06:30,279 "," 01:06:31,280"
No. We were happyon my home planet.,"01:06:32,782 "," 01:06:36,285"
Going to bed hungry...,"01:06:36,494 "," 01:06:37,620"
scrounging for scraps.,"01:06:38,162 "," 01:06:39,830"
Your planet wason the brink of collapse.,"01:06:40,039 "," 01:06:42,917"
I'm the one who stopped that.,"01:06:43,000 "," 01:06:45,044"
Do you knowwhat's happened since then?,"01:06:45,544 "," 01:06:47,380"
The children born...,"01:06:47,546 "," 01:06:49,173"
have known nothing butfull bellies and clear skies.,"01:06:49,799 "," 01:06:53,177"
It's a paradise.,"01:06:53,344 "," 01:06:54,595"
Because you murderedhalf the planet.,"01:06:57,264 "," 01:06:59,141"
A small price to payfor salvation.,"01:06:59,266 "," 01:07:02,144"
You're insane.,"01:07:02,353 "," 01:07:03,354"
"Little one,it's a simple calculus.","01:07:03,521 "," 01:07:05,481"
"This universe is finite,its resources finite.","01:07:05,606 "," 01:07:08,401"
"If life is left unchecked,life will cease to exist.","01:07:08,984 "," 01:07:12,947"
It needs correction.,"01:07:13,406 "," 01:07:14,490"
You don't know that!,"01:07:14,615 "," 01:07:15,991"
I'm the only onewho knows that.,"01:07:17,576 "," 01:07:19,578"
"At least, I'm the only onewith the will to act on it.","01:07:20,413 "," 01:07:24,583"
For a time...,"01:07:26,210 "," 01:07:27,753"
you had that same will...,"01:07:29,797 "," 01:07:34,051"
as you fought by my side.,"01:07:35,636 "," 01:07:38,055"
Daughter.,"01:07:38,931 "," 01:07:39,974"
I'm not your daughter.,"01:07:40,766 "," 01:07:42,560"
Everything I hate about myselfyou taught me.,"01:07:44,937 "," 01:07:47,690"
"And, in doing so,","01:07:48,524 "," 01:07:49,942"
made you the fiercest womanin the galaxy.,"01:07:50,025 "," 01:07:52,236"
That's why I trusted youto find the Soul Stone.,"01:07:55,197 "," 01:07:57,992"
I'm sorry I disappointed you.,"01:08:01,412 "," 01:08:03,873"
I am disappointed.,"01:08:05,374 "," 01:08:07,168"
But not becauseyou didn't find it.,"01:08:07,960 "," 01:08:10,421"
But because you did.,"01:08:14,133 "," 01:08:15,760"
And you lied.,"01:08:17,219 "," 01:08:18,971"
Nebula.,"01:08:36,071 "," 01:08:37,198"
Don't do this.,"01:08:44,455 "," 01:08:45,790"
"Some time ago,","01:08:45,956 "," 01:08:47,166"
your sister snuck aboardthis ship to kill me.,"01:08:47,249 "," 01:08:49,960"
Please don't do this.,"01:08:50,127 "," 01:08:51,128"
And very nearly succeeded.,"01:08:51,212 "," 01:08:53,506"
So I brought her here.,"01:08:54,173 "," 01:08:55,633"
To talk.,"01:08:57,176 "," 01:08:58,427"
Stop. Stop it.,"01:09:06,060 "," 01:09:08,479"
I swear to you on my life.,"01:09:14,360 "," 01:09:16,695"
I never found the Soul Stone.,"01:09:17,196 "," 01:09:19,490"
Accessing memory files.,"01:09:23,619 "," 01:09:25,204"
You knowwhat he's about to do.,"01:09:25,371 "," 01:09:26,705"
"He's finally ready,and he's going for the stones.","01:09:26,872 "," 01:09:29,458"
 All of them. He can never get them all.,"01:09:29,625 "," 01:09:30,751"
He will!,"01:09:30,876 "," 01:09:31,877"
"He can't, Nebula.","01:09:31,961 "," 01:09:33,921"
Because I found the mapto the Soul Stone...,"01:09:34,088 "," 01:09:36,423"
and I burned it to ash.I burned it.,"01:09:36,590 "," 01:09:39,385"
You're strong.,"01:09:44,431 "," 01:09:46,225"
Me.,"01:09:48,269 "," 01:09:49,270"
You're generous.,"01:09:51,856 "," 01:09:53,440"
Me.,"01:09:54,775 "," 01:09:55,776"
But I never taught you to lie.,"01:09:57,778 "," 01:10:00,197"
That's whyyou're so bad at it.,"01:10:00,364 "," 01:10:02,992"
Where is the Soul Stone?,"01:10:05,202 "," 01:10:09,748"
Vormir!,"01:10:27,141 "," 01:10:28,726"
The stone is on Vormir.,"01:10:46,285 "," 01:10:47,870"
Show me.,"01:10:51,206 "," 01:10:53,375"
I am Groot.,"01:10:55,461 "," 01:10:56,795"
Tinkle in the cup.,"01:10:56,962 "," 01:10:58,088"
We're not looking.What's there to see?,"01:10:58,172 "," 01:10:59,506"
What's a twig? Everybody'sseen a twig before.,"01:10:59,673 "," 01:11:01,842"
I am Groot.,"01:11:02,009 "," 01:11:03,093"
"Tree, pour what's in the cup","01:11:03,260 "," 01:11:04,303"
out into spaceand go in the cup again.,"01:11:04,386 "," 01:11:05,888"
You speak Groot?,"01:11:06,180 "," 01:11:07,389"
"Yes, they taught it on Asgard.It was an elective.","01:11:07,556 "," 01:11:09,350"
I am Groot.,"01:11:09,516 "," 01:11:10,559"
You'll know when we're close.,"01:11:10,726 "," 01:11:12,728"
Nidavellir's forge harnesses,"01:11:12,895 "," 01:11:14,480"
the blazing powerof a neutron star.,"01:11:14,563 "," 01:11:16,774"
It's the birthplaceof my hammer.,"01:11:19,610 "," 01:11:21,612"
It's truly awesome.,"01:11:22,321 "," 01:11:24,073"
"Okay, time to be the captain.","01:11:30,120 "," 01:11:33,248"
"So, dead brother, huh?","01:11:38,253 "," 01:11:39,797"
"Yeah, that could be annoying.","01:11:40,464 "," 01:11:42,299"
"Well, he's been dead before.","01:11:42,800 "," 01:11:44,677"
"But, no, this time I thinkit really might be true.","01:11:46,136 "," 01:11:48,681"
And you saidyour sister and your dad?,"01:11:49,139 "," 01:11:51,475"
Both dead.,"01:11:51,642 "," 01:11:52,935"
"But still got a mom, though?","01:11:53,560 "," 01:11:55,229"
Killed by a dark elf.,"01:11:55,729 "," 01:11:56,981"
A best friend?,"01:11:57,147 "," 01:11:58,148"
Stabbed through the heart.,"01:11:58,273 "," 01:11:59,608"
You sure you're up to thisparticular murder mission?,"01:12:02,987 "," 01:12:06,156"
Absolutely.,"01:12:08,409 "," 01:12:09,868"
"Rage and vengeance,anger, loss, regret...","01:12:10,035 "," 01:12:13,539"
they're alltremendous motivators.,"01:12:13,706 "," 01:12:15,290"
They really clear the mind.,"01:12:15,374 "," 01:12:16,375"
So I'm good to go.,"01:12:16,542 "," 01:12:18,168"
"Yeah, but this Thanoswe're talkin' about...","01:12:18,836 "," 01:12:21,005"
he's the toughest there is.,"01:12:21,463 "," 01:12:23,757"
" Well, he's never fought me. Yeah, he has.","01:12:23,924 "," 01:12:25,968"
He's never fought me twice.,"01:12:26,135 "," 01:12:27,678"
"And I'm getting a new hammer,don't forget.","01:12:28,303 "," 01:12:30,055"
It better be some hammer.,"01:12:30,222 "," 01:12:32,474"
"You know, I'm 1,500 years old.","01:12:36,603 "," 01:12:38,981"
I've killed twiceas many enemies as that.,"01:12:39,648 "," 01:12:41,692"
"And every one of themwould've rather killed me,","01:12:41,859 "," 01:12:43,819"
but none succeeded.,"01:12:43,902 "," 01:12:44,903"
I'm only alivebecause fate wants me alive.,"01:12:45,571 "," 01:12:48,490"
Thanos is just the latestin a long line of bastards...,"01:12:48,657 "," 01:12:51,452"
and he'll be the latestto feel my vengeance.,"01:12:51,618 "," 01:12:53,495"
Fate wills it so.,"01:12:53,662 "," 01:12:55,456"
Mmmhmm.,"01:12:55,539 "," 01:12:56,874"
And what if you're wrong?,"01:12:56,957 "," 01:12:58,792"
"If I'm wrong, then...","01:13:02,087 "," 01:13:03,881"
what more could I lose?,"01:13:05,174 "," 01:13:06,717"
I could lose a lot.,"01:13:20,522 "," 01:13:21,899"
"Me, personally,I could lose a lot.","01:13:21,982 "," 01:13:24,109"
Okay.,"01:13:27,905 "," 01:13:28,906"
If fate does want youto kill that crapsack...,"01:13:31,992 "," 01:13:34,078"
you're gonna need morethan one stupid eyeball.,"01:13:34,244 "," 01:13:35,954"
 What's this? What's it look like?,"01:13:36,121 "," 01:13:38,123"
Some jerk lost a bet with meon Contraxia.,"01:13:38,457 "," 01:13:40,876"
He gave you his eye?,"01:13:41,210 "," 01:13:42,294"
"No, he gave me 100 credits.","01:13:42,461 "," 01:13:43,587"
I snuck into his room laterthat night and stole his eye.,"01:13:43,754 "," 01:13:46,715"
"Thank you, sweet rabbit.","01:13:48,634 "," 01:13:49,885"
Hmm..,"01:13:49,968 "," 01:13:51,011"
Huh?,"01:13:53,514 "," 01:13:55,015"
Oh.,"01:13:56,809 "," 01:13:57,851"
I would've washed that.,"01:13:58,185 "," 01:14:00,854"
The only way I could sneak itoff Contraxia was up my...,"01:14:00,938 "," 01:14:03,398"
"Hey, we're here!","01:14:04,775 "," 01:14:05,859"
I don't thinkthis thing works.,"01:14:09,863 "," 01:14:10,989"
Everything seems dark.,"01:14:11,156 "," 01:14:12,324"
It ain't the eye.,"01:14:14,785 "," 01:14:16,495"
Something's wrong.,"01:14:29,842 "," 01:14:31,218"
The star's gone out.,"01:14:32,010 "," 01:14:33,554"
And the rings are frozen.,"01:14:34,680 "," 01:14:35,973"
I hopethese dwarves are better,"01:14:57,119 "," 01:14:58,579"
at forgingthan they are cleaning.,"01:14:58,662 "," 01:15:00,414"
Maybe they realizedthat they live,"01:15:05,669 "," 01:15:07,254"
in a junk pilein the middle of space.,"01:15:07,337 "," 01:15:08,755"
This forge hasn't gone darkin centuries.,"01:15:08,922 "," 01:15:11,884"
"You said Thanoshad a gauntlet, right?","01:15:14,178 "," 01:15:16,805"
"Yes, why?","01:15:16,972 "," 01:15:18,140"
It lookanything like that?,"01:15:18,307 "," 01:15:20,350"
I am Groot.,"01:15:23,770 "," 01:15:25,522"
Go back to the pod.,"01:15:25,689 "," 01:15:27,191"
"Eitri, wait!","01:15:31,195 "," 01:15:32,237"
Stop!,"01:15:33,238 "," 01:15:34,239"
Stop.,"01:15:35,157 "," 01:15:36,158"
Thor?,"01:15:36,867 "," 01:15:37,868"
What happened here?,"01:15:41,205 "," 01:15:42,581"
You were supposedto protect us.,"01:15:42,998 "," 01:15:45,292"
Asgard was supposedto protect us.,"01:15:46,210 "," 01:15:48,837"
Asgard is destroyed.,"01:15:49,004 "," 01:15:51,215"
"Eitri, the glove.What did you do?","01:15:53,467 "," 01:15:57,304"
300 dwarveslived on this ring.,"01:16:10,067 "," 01:16:13,070"
"I thought if I did whathe asked, they'd be safe.","01:16:14,446 "," 01:16:17,366"
I made what he wanted.,"01:16:19,868 "," 01:16:21,328"
A device capable of harnessingthe power of the stones.,"01:16:23,038 "," 01:16:27,376"
Then he killedeveryone anyway.,"01:16:31,922 "," 01:16:34,508"
All except me.,"01:16:36,593 "," 01:16:38,387"
"Your life is yours, he said.","01:16:39,471 "," 01:16:41,348"
But your handsare mine alone.,"01:16:42,641 "," 01:16:46,603"
"Eitri, this isn't aboutyour hands.","01:16:47,562 "," 01:16:49,564"
"Every weaponyou've ever designed,","01:16:50,691 "," 01:16:52,276"
"every axe, hammer, sword...","01:16:52,359 "," 01:16:53,777"
it's all inside your head.,"01:16:53,944 "," 01:16:56,154"
"Now, I know it feelslike all hope is lost.","01:16:57,030 "," 01:16:58,949"
"Trust me, I know.","01:16:59,116 "," 01:17:00,659"
"But together, you and I,we can kill Thanos.","01:17:01,118 "," 01:17:05,831"
"Mantis, listen very carefully.","01:17:46,330 "," 01:17:48,623"
I need youto meet me on Titan.,"01:17:48,790 "," 01:17:51,001"
"Hey, what's going on?","01:17:57,549 "," 01:17:58,675"
I think we're here.,"01:17:58,842 "," 01:18:00,052"
I don't think this rig hasa selfpark function.,"01:18:00,218 "," 01:18:02,679"
Get your handinside the steering gimbal.,"01:18:04,431 "," 01:18:05,974"
Close those around it.,"01:18:06,058 "," 01:18:07,100"
" You understand? Yep, got it.","01:18:08,769 "," 01:18:09,811"
"This was meant forone big guy, so we gotta","01:18:09,978 "," 01:18:11,271"
" move at the same time. Okay, okay. Ready.","01:18:11,355 "," 01:18:13,023"
We might wanna turn.,"01:18:17,444 "," 01:18:18,653"
Turn! Turn! Turn!,"01:18:18,820 "," 01:18:20,072"
You all right?,"01:18:50,018 "," 01:18:51,520"
That was close.,"01:18:52,562 "," 01:18:54,272"
I owe you one.,"01:18:55,649 "," 01:18:56,900"
"Let me just say, if aliens","01:18:57,401 "," 01:18:59,486"
wind up implanting eggsin my chest or something...,"01:18:59,569 "," 01:19:01,321"
"and I eat one of you,I'm sorry.","01:19:01,488 "," 01:19:02,614"
I do not want anothersingle pop culture reference,"01:19:02,781 "," 01:19:05,117"
out of you for the restof the trip. You understand?,"01:19:05,200 "," 01:19:06,785"
I'm trying to saythat something is coming.,"01:19:06,868 "," 01:19:08,328"
Thanos!,"01:19:15,752 "," 01:19:16,837"
"Whoa, whoa, whoa! Please don'tput your eggs in me!","01:19:37,649 "," 01:19:39,651"
"Stay down, clown.","01:19:41,153 "," 01:19:43,613"
"Die, blanket of death!","01:19:48,827 "," 01:19:50,912"
Everybody stay whereyou are. Chill the eff out.,"01:19:56,835 "," 01:19:59,754"
I'm gonna ask youthis one time.,"01:20:00,964 "," 01:20:02,966"
Where is Gamora?,"01:20:03,717 "," 01:20:04,968"
Yeah. I'll do you one better.Who's Gamora?,"01:20:05,135 "," 01:20:07,637"
I'll do you one better.Why is Gamora?,"01:20:07,929 "," 01:20:10,724"
Tell me where the girl isor I swear to you,"01:20:10,891 "," 01:20:12,809"
I'm gonna French frythis little freak.,"01:20:12,893 "," 01:20:14,144"
Let's do it. You shoot my guyand I'll blast him. Let's go!,"01:20:14,311 "," 01:20:17,147"
"Do it, Quill! I can take it.","01:20:17,731 "," 01:20:20,317"
" No, he can't take it! She's right. You can't.","01:20:20,484 "," 01:20:22,486"
"Oh, yeah? You don't wanna tellme where she is? That's fine.","01:20:22,652 "," 01:20:24,696"
I'll kill all three of you,"01:20:24,863 "," 01:20:25,906"
and I'll beat itout of Thanos myself.,"01:20:25,989 "," 01:20:27,824"
Starting with you.,"01:20:27,991 "," 01:20:28,992"
"Wait, what, Thanos?","01:20:29,075 "," 01:20:30,160"
"All right, let me ask youthis one time.","01:20:30,243 "," 01:20:32,329"
What master do you serve?,"01:20:32,829 "," 01:20:34,498"
What master do I serve?,"01:20:34,664 "," 01:20:35,916"
"What am I supposed to say,Jesus?","01:20:35,999 "," 01:20:37,459"
You're from Earth.,"01:20:38,376 "," 01:20:39,377"
"I'm not from Earth,I'm from Missouri.","01:20:39,461 "," 01:20:40,545"
"Yeah, that's on Earth,dipshit.","01:20:40,629 "," 01:20:41,963"
What are you hassling us for?,"01:20:42,130 "," 01:20:43,173"
So you're notwith Thanos?,"01:20:43,256 "," 01:20:45,091"
With Thanos?,"01:20:45,550 "," 01:20:47,385"
"No, I'm here to kill Thanos.","01:20:47,969 "," 01:20:50,555"
"He took my girl.Wait, who are you?","01:20:50,722 "," 01:20:52,557"
" We're the Avengers, man. Oh.","01:20:53,391 "," 01:20:55,101"
You're the onesThor told us about.,"01:20:55,185 "," 01:20:57,479"
You know Thor?,"01:20:57,646 "," 01:20:58,813"
Yeah.,"01:20:58,980 "," 01:21:00,065"
"Tall guy, not thatgoodlooking, needed saving.","01:21:00,148 "," 01:21:02,609"
Where is he now?,"01:21:02,776 "," 01:21:04,444"
This is the plan? We're gonnahit him with a brick?,"01:21:19,501 "," 01:21:21,378"
It's a mold.,"01:21:21,545 "," 01:21:22,754"
A king's weapon.,"01:21:23,505 "," 01:21:24,506"
Meant to bethe greatest in Asgard.,"01:21:25,465 "," 01:21:27,801"
"In theory, it could evensummon the Bifrost.","01:21:28,426 "," 01:21:31,304"
Did it have a name?,"01:21:31,471 "," 01:21:32,931"
Stormbreaker.,"01:21:34,182 "," 01:21:35,350"
That's a bit much.,"01:21:35,809 "," 01:21:36,935"
So how do we make it?,"01:21:38,979 "," 01:21:40,063"
You'll have to restartthe forge.,"01:21:41,898 "," 01:21:44,109"
Awaken the heartof a dying star.,"01:21:45,068 "," 01:21:47,279"
"Rabbit, fire up the pod.","01:21:49,906 "," 01:21:52,534"
The hell happenedto this planet?,"01:21:56,204 "," 01:21:58,164"
It's eight degreesoff its axis.,"01:21:58,331 "," 01:22:00,125"
Gravitational pullis all over the place.,"01:22:00,208 "," 01:22:02,419"
"Yeah, we got one advantage.He's coming to us.","01:22:03,753 "," 01:22:06,548"
"We'll use it.All right, I have a plan.","01:22:07,507 "," 01:22:10,135"
Or at leastthe beginnings of one.,"01:22:10,302 "," 01:22:11,553"
"It's pretty simple.We draw him in,","01:22:11,720 "," 01:22:13,054"
"pin him down,get what we need.","01:22:13,138 "," 01:22:14,347"
Definitely don't wannadance with this guy.,"01:22:14,514 "," 01:22:16,182"
We just want the gauntlet.,"01:22:16,266 "," 01:22:17,309"
Are you yawning?,"01:22:17,892 "," 01:22:20,270"
"In the middle of this, whileI'm breaking it down? Huh?","01:22:20,353 "," 01:22:22,522"
Did you hear what I said?,"01:22:22,647 "," 01:22:23,648"
"I stopped listening afteryou said, We need a plan.","01:22:24,482 "," 01:22:26,735"
"Okay, Mr. Cleanis on his own page.","01:22:26,901 "," 01:22:27,986"
"See, not winging itisn't really what they do.","01:22:28,153 "," 01:22:30,989"
"Uh, what exactlyis it that they do?","01:22:31,156 "," 01:22:32,657"
"Kick names, take ass.","01:22:32,824 "," 01:22:34,409"
"Yeah, that's right.","01:22:34,576 "," 01:22:35,827"
"All right, just get over here,please.","01:22:42,542 "," 01:22:43,877"
"Mr. Lord, can you getyour folks to circle up?","01:22:44,294 "," 01:22:46,212"
Mr. Lord. StarLord is fine.,"01:22:46,379 "," 01:22:48,548"
We gotta coalesce.,"01:22:51,259 "," 01:22:52,552"
'Cause if all we come at himwith is a plucky attitude...,"01:22:52,719 "," 01:22:54,346"
"Dude, don't call us plucky.","01:22:54,512 "," 01:22:56,806"
We don't know what it means.,"01:22:56,973 "," 01:22:58,141"
"All right, we're optimistic,yes. I like your plan.","01:22:58,558 "," 01:23:01,144"
"Except it sucks,so let me do the plan...","01:23:01,311 "," 01:23:03,772"
and that wayit might be really good.,"01:23:03,938 "," 01:23:05,857"
Tell him about the danceoffto save the universe.,"01:23:06,024 "," 01:23:07,984"
 What danceoff? It's nothing.,"01:23:08,151 "," 01:23:10,278"
"Like in Footloose, the movie?","01:23:10,445 "," 01:23:11,488"
Exactly like Footloose.,"01:23:11,655 "," 01:23:13,031"
Is it still the greatest moviein history?,"01:23:13,573 "," 01:23:15,075"
It never was.,"01:23:15,241 "," 01:23:16,368"
"Don't encourage this,all right?","01:23:16,534 "," 01:23:17,577"
